cas_confirmes;cas_confirmes_ehpad;deces;deces_ehpad;reanimation;hospitalises;gueris
;;243;;18;219;838
;;82;;5;124;460
;;117;;9;160;497
;;462;;58;474;2167
;;272;;13;178;965
;;164;;14;177;443
;;25;;1;34;123
;;226;;13;136;972
;;118;;3;54;473
;;114;;6;85;409
;;1551;;205;1061;9870
;;226;;17;183;952
;;44;;11;64;229
;;35;;2;42;186
;;107;;10;62;398
;;221;;8;166;535
;;83;;4;33;351
;;426;;43;341;1725
;;89;;7;77;473
;;48;;3;33;252
;;43;;6;73;265
;;250;;51;173;1118
;;350;;34;249;1300
;;209;;5;185;695
;;228;;22;182;1140
;;91;;15;69;461
;;77;;5;16;267
;;36;;1;14;218
;;293;;38;229;1232
;;301;;68;298;2247
;;53;;4;31;164
;;400;;70;360;2287
;;431;;54;251;2167
;;231;;31;253;1180
;;124;;5;75;374
;;186;;34;172;794
;;793;;74;800;3230
;;172;;8;183;754
;;71;;10;107;309
;;135;;2;133;567
;;755;;73;651;2860
;;114;;8;155;577
;;363;;26;261;1643
;;215;;43;198;1272
;;44;;1;40;136
;;56;;6;60;322
;;47;;3;28;147
;;316;;27;195;1495
;;125;;6;116;465
;;392;;28;197;1619
;;160;;4;121;481
;;116;;7;111;533
;;540;;50;357;2003
;;157;;7;57;688
;;185;;13;130;849
;;1177;;60;479;3675
;;82;;5;97;290
;;1661;;151;1175;7228
;;574;;26;291;1927
;;120;;6;173;555
;;757;;81;672;3325
;;289;;24;259;1034
;;228;;22;238;1067
;;98;;13;138;463
;;115;;14;60;575
;;926;;48;452;3833
;;946;;32;334;3802
;;1619;;161;1264;7952
;;128;;10;76;544
;;552;;38;471;1946
;;182;;12;267;970
;;402;;27;266;1491
;;540;;53;460;2530
;;2543;;171;846;10425
;;586;;46;493;2241
;;1080;;75;409;4611
;;941;;58;783;4159
;;82;;6;73;252
;;356;;31;209;1186
;;117;;21;149;478
;;80;;6;65;365
;;422;;50;280;2245
;;365;;14;302;1417
;;100;;9;91;608
;;124;;11;51;482
;;131;;7;175;451
;;406;;13;255;1197
;;185;;21;244;854
;;299;;21;174;856
;;937;;70;571;4618
;;1494;;105;710;7775
;;1423;;82;673;7020
;;1741;;68;719;7364
;;1086;;43;434;4660
;;165;;6;81;724
;;42;;10;32;343
;;67;;0;14;1891
;;50;;6;52;664
;;37;;2;9;522
2309621;126828;38739;17613;3088;25914;171868
;;38713;;3078;25882;171837
;;165;;6;81;724
;;42;;10;32;343
;;67;;0;14;1891
;;50;;6;52;664
;;37;;2;9;522
;;11245;;672;5145;50632
;;1109;;114;926;4682
;;2094;;197;1759;8087
;;1266;;80;1150;4908
;;3763;;314;2576;15418
;;5094;;269;2565;18713
;;1077;;81;925;5249
;;596;;66;529;2963
;;1408;;157;1307;6622
;;1836;;232;1462;8979
;;5752;;525;4919;24299
;;2999;;341;2401;16656
;;113;;6;30;485
;;335;;27;344;1310
;;419;;25;223;1767
;;245;;18;224;842
;;84;;5;120;465
;;119;;10;145;511
;;463;;58;485;2175
;;273;;13;171;978
;;167;;13;179;451
;;25;;1;34;123
;;228;;13;138;975
;;118;;3;54;474
;;114;;6;91;409
;;1559;;196;1036;9936
;;230;;16;184;959
;;45;;12;64;232
;;37;;1;48;193
;;107;;9;59;402
;;224;;8;180;545
;;83;;4;34;351
;;434;;46;341;1745
;;89;;7;79;475
;;48;;5;34;253
;;43;;6;72;269
;;253;;50;167;1125
;;351;;35;251;1308
;;209;;7;189;696
;;230;;21;164;1166
;;92;;15;70;466
;;77;;5;17;267
;;36;;1;13;219
;;296;;39;226;1242
;;302;;68;307;2262
;;53;;4;29;166
;;403;;72;364;2308
;;436;;48;240;2185
;;233;;29;248;1189
;;124;;5;74;383
;;188;;33;170;797
;;800;;71;768;3269
;;176;;9;182;773
;;71;;9;106;313
;;138;;4;140;575
;;765;;72;642;2872
;;121;;9;159;587
;;367;;27;257;1658
;;216;;39;192;1288
;;45;;1;44;136
;;56;;7;67;328
;;48;;3;27;149
;;319;;32;193;1505
;;126;;7;95;489
;;393;;25;197;1628
;;162;;4;116;486
;;119;;5;112;539
;;546;;50;345;2027
;;157;;7;66;689
;;185;;13;134;854
;;1181;;62;474;3698
;;83;;5;96;292
;;1672;;139;1147;7293
;;575;;26;289;1948
;;121;;8;179;564
;;765;;82;669;3355
;;294;;22;240;1057
;;240;;23;236;1080
;;99;;13;134;470
;;116;;11;59;579
;;934;;46;432;3870
;;947;;31;336;3815
;;1629;;162;1233;8010
;;128;;9;75;550
;;559;;40;456;1970
;;186;;12;260;988
;;406;;27;254;1520
;;540;;55;470;2542
;;2549;;161;790;10486
;;590;;46;476;2270
;;1088;;69;423;4627
;;951;;57;789;4184
;;85;;6;60;271
;;359;;31;222;1197
;;118;;21;152;481
;;81;;5;65;366
;;422;;45;284;2263
;;368;;15;269;1453
;;103;;7;83;614
;;124;;10;47;486
;;131;;6;223;452
;;409;;14;249;1214
;;190;;25;247;858
;;307;;21;177;860
;;958;;70;493;4695
;;1498;;107;725;7793
;;1426;;80;681;7045
;;1747;;68;704;7391
;;1087;;44;432;4674
;;165;;6;81;724
;;42;;10;32;343
;;67;;0;13;1893
;;50;;4;51;667
;;37;;2;9;524
2324216;126828;39035;17613;3041;25558;173247
;;39009;;3031;25526;173216
;;165;;6;81;724
;;42;;10;32;343
;;67;;0;13;1893
;;50;;4;51;667
;;37;;2;9;524
;;11304;;656;5037;50895
;;1120;;110;920;4754
;;2130;;205;1741;8173
;;1276;;84;1123;4978
;;3790;;303;2550;15560
;;5124;;265;2532;18853
;;1094;;83;905;5304
;;599;;64;531;2984
;;1428;;158;1350;6706
;;1851;;223;1462;9042
;;5804;;523;4820;24527
;;3015;;329;2339;16803
;;113;;6;30;486
;;337;;26;338;1320
;;425;;26;208;1786
;;246;;21;248;843
;;84;;5;119;467
;;120;;9;148;512
;;469;;57;485;2195
;;274;;11;162;991
;;168;;13;179;454
;;25;;1;32;125
;;231;;11;109;1003
;;119;;3;56;474
;;114;;5;91;410
;;1570;;185;1032;9983
;;232;;14;178;965
;;45;;11;64;235
;;37;;1;48;193
;;107;;8;55;407
;;226;;9;178;551
;;84;;4;32;354
;;439;;42;366;1757
;;89;;7;81;480
;;48;;5;32;257
;;43;;7;68;275
;;256;;49;166;1138
;;353;;37;237;1334
;;212;;5;170;718
;;230;;19;160;1172
;;92;;15;78;468
;;77;;5;18;267
;;36;;1;13;219
;;299;;37;222;1250
;;302;;69;309;2271
;;53;;3;27;169
;;407;;71;365;2324
;;438;;47;235;2193
;;234;;28;251;1195
;;126;;6;69;390
;;190;;32;168;811
;;806;;76;797;3285
;;176;;7;183;775
;;72;;9;107;316
;;139;;5;149;582
;;769;;68;629;2894
;;125;;8;137;611
;;368;;27;254;1666
;;217;;39;185;1298
;;45;;1;45;138
;;59;;7;64;331
;;48;;3;23;152
;;322;;32;196;1513
;;126;;8;92;498
;;393;;24;195;1637
;;163;;2;116;497
;;122;;5;102;547
;;552;;51;353;2036
;;158;;8;73;691
;;187;;12;139;858
;;1189;;60;469;3726
;;87;;5;89;302
;;1686;;129;1107;7371
;;579;;27;281;1960
;;124;;6;181;571
;;773;;81;664;3407
;;299;;21;235;1071
;;243;;23;229;1086
;;100;;14;128;479
;;116;;10;56;584
;;938;;46;426;3891
;;950;;34;338;3833
;;1651;;156;1189;8097
;;130;;7;75;556
;;565;;39;444;1997
;;189;;12;288;994
;;409;;26;250;1533
;;542;;50;460;2568
;;2559;;154;764;10566
;;598;;46;450;2305
;;1095;;70;430;4645
;;959;;58;787;4204
;;85;;5;59;275
;;361;;32;228;1211
;;118;;20;148;487
;;81;;6;67;366
;;425;;42;275;2279
;;370;;14;264;1466
;;105;;7;78;622
;;124;;10;42;495
;;135;;6;237;469
;;414;;18;257;1224
;;192;;23;234;873
;;310;;22;175;869
;;963;;71;493;4723
;;1505;;99;703;7826
;;1432;;75;670;7095
;;1758;;65;688;7454
;;1096;;41;419;4707
;;165;;6;80;725
;;42;;10;32;343
;;67;;0;14;1897
;;50;;5;52;670
;;38;;1;8;524
2337966;126828;39327;17613;2959;25231;174658
;;39301;;2949;25199;174627
;;165;;6;80;725
;;42;;10;32;343
;;67;;0;14;1897
;;50;;5;52;670
;;38;;1;8;524
;;11367;;633;4954;51220
;;1128;;110;909;4804
;;2155;;194;1732;8267
;;1292;;79;1071;5057
;;3824;;295;2488;15735
;;5156;;267;2515;18992
;;1106;;83;918;5342
;;602;;62;549;3001
;;1444;;156;1338;6782
;;1858;;219;1439;9098
;;5856;;511;4746;24782
;;3038;;312;2323;16902
;;113;;6;31;486
;;337;;27;342;1323
;;433;;27;210;1807
;;249;;20;252;856
;;86;;5;119;471
;;120;;8;145;519
;;475;;54;480;2229
;;274;;13;165;996
;;172;;13;176;467
;;26;;1;28;127
;;232;;11;106;1009
;;120;;3;55;476
;;114;;5;89;412
;;1579;;180;1020;10032
;;233;;15;170;979
;;46;;12;65;236
;;38;;2;46;197
;;107;;7;52;410
;;232;;6;174;557
;;84;;6;28;360
;;445;;36;351;1781
;;90;;7;77;488
;;48;;5;28;261
;;43;;7;68;278
;;258;;48;166;1147
;;357;;35;233;1348
;;212;;5;166;729
;;231;;17;164;1173
;;93;;12;82;469
;;77;;5;17;268
;;36;;1;13;219
;;302;;35;217;1257
;;303;;69;304;2293
;;54;;3;29;170
;;411;;74;373;2336
;;442;;43;223;2212
;;236;;25;247;1205
;;126;;6;69;390
;;195;;35;168;815
;;818;;71;767;3332
;;180;;7;197;784
;;75;;8;122;316
;;141;;6;147;589
;;774;;67;610;2920
;;129;;8;129;617
;;369;;28;259;1678
;;221;;35;182;1305
;;45;;1;44;141
;;61;;7;62;336
;;48;;3;23;153
;;324;;31;192;1521
;;126;;8;92;501
;;397;;24;194;1648
;;164;;0;121;503
;;123;;5;104;550
;;557;;54;361;2047
;;158;;9;81;696
;;187;;11;146;861
;;1203;;57;454;3751
;;87;;5;97;308
;;1701;;128;1085;7434
;;583;;28;278;1971
;;128;;5;173;588
;;781;;82;648;3445
;;302;;20;223;1087
;;244;;27;224;1096
;;101;;13;129;483
;;116;;9;52;588
;;945;;43;435;3904
;;954;;33;339;3851
;;1661;;149;1156;8145
;;131;;7;76;558
;;567;;38;443;2019
;;198;;12;284;1008
;;412;;26;245;1551
;;546;;52;454;2591
;;2567;;144;754;10600
;;600;;51;443;2335
;;1099;;72;437;4664
;;965;;55;780;4223
;;85;;5;59;280
;;368;;29;223;1220
;;122;;20;145;492
;;81;;6;60;374
;;428;;40;266;2299
;;376;;15;268;1486
;;105;;8;80;626
;;124;;8;44;498
;;139;;5;242;476
;;415;;18;276;1230
;;193;;21;221;893
;;321;;21;182;880
;;968;;71;494;4747
;;1508;;94;704;7852
;;1439;;71;654;7127
;;1766;;61;671;7485
;;1101;;37;411;4725
;;165;;6;79;727
;;42;;8;30;346
;;67;;0;16;1899
;;50;;7;51;674
;;38;;1;8;524
2351372;129501;39631;17936;2884;24975;175891
;;39605;;2874;24943;175860
;;165;;6;79;727
;;42;;8;30;346
;;67;;0;16;1899
;;50;;7;51;674
;;38;;1;8;524
;;11413;;605;4905;51423
;;1146;;105;904;4829
;;2182;;183;1733;8370
;;1299;;84;1044;5132
;;3866;;294;2444;15877
;;5197;;262;2543;19106
;;1119;;84;919;5383
;;606;;55;552;3023
;;1459;;161;1348;6844
;;1874;;211;1398;9178
;;5905;;500;4641;25002
;;3064;;302;2298;17036
;;113;;6;30;487
;;340;;27;331;1336
;;435;;25;228;1815
;;250;;21;253;863
;;86;;5;115;475
;;120;;11;145;522
;;477;;57;493;2237
;;276;;12;160;1007
;;172;;12;178;474
;;26;;1;30;127
;;232;;13;107;1013
;;122;;3;59;478
;;116;;4;87;414
;;1591;;176;1012;10071
;;233;;15;167;988
;;47;;12;64;239
;;39;;2;45;199
;;107;;6;53;410
;;234;;7;179;564
;;84;;6;28;361
;;450;;37;347;1798
;;90;;7;85;488
;;48;;3;30;263
;;43;;7;68;280
;;261;;45;159;1156
;;359;;35;223;1360
;;213;;5;164;730
;;231;;15;163;1184
;;93;;12;83;470
;;77;;5;17;268
;;36;;1;12;219
;;304;;33;219;1260
;;303;;69;312;2300
;;54;;3;30;170
;;411;;72;379;2347
;;442;;43;211;2226
;;236;;27;249;1210
;;126;;7;71;393
;;195;;34;165;821
;;822;;72;779;3358
;;181;;7;196;794
;;75;;8;121;319
;;144;;5;147;593
;;776;;67;600;2929
;;129;;7;127;620
;;371;;28;260;1693
;;222;;33;176;1311
;;47;;2;39;144
;;61;;7;54;345
;;48;;3;23;153
;;325;;32;192;1528
;;126;;9;95;503
;;398;;24;191;1656
;;164;;0;135;504
;;126;;5;94;559
;;560;;54;364;2054
;;158;;9;79;697
;;187;;11;152;865
;;1208;;57;454;3764
;;91;;5;98;311
;;1711;;125;1060;7470
;;583;;29;285;1971
;;129;;5;173;592
;;789;;76;648;3467
;;302;;20;226;1090
;;248;;27;219;1112
;;103;;12;130;486
;;116;;9;53;588
;;955;;43;440;3913
;;960;;39;342;3858
;;1672;;143;1144;8170
;;131;;7;77;562
;;569;;38;447;2030
;;202;;12;288;1014
;;414;;28;235;1567
;;550;;54;445;2609
;;2572;;143;764;10629
;;604;;53;441;2356
;;1102;;68;426;4688
;;969;;57;783;4243
;;86;;6;59;283
;;368;;29;230;1221
;;122;;20;151;496
;;81;;7;56;380
;;428;;39;267;2305
;;377;;15;265;1491
;;105;;7;83;627
;;124;;8;47;501
;;139;;5;241;477
;;422;;14;273;1249
;;198;;22;228;903
;;328;;21;187;934
;;968;;71;501;4752
;;1511;;95;711;7864
;;1441;;72;651;7138
;;1767;;59;669;7504
;;1113;;31;419;4760
;;165;;5;79;727
;;42;;8;30;348
;;67;;0;14;1901
;;50;;7;52;676
;;38;;2;12;524
2365319;129501;39825;17936;2861;24980;176743
;;39799;;2851;24948;176712
;;165;;5;79;727
;;42;;8;30;348
;;67;;0;14;1901
;;50;;7;52;676
;;38;;2;12;524
;;11443;;596;4924;51578
;;1152;;101;901;4866
;;2209;;182;1739;8488
;;1305;;87;1040;5169
;;3886;;284;2451;15944
;;5229;;265;2563;19182
;;1129;;84;917;5421
;;606;;57;569;3033
;;1465;;157;1344;6897
;;1884;;209;1400;9222
;;5937;;498;4587;25148
;;3079;;303;2297;17101
;;113;;6;29;487
;;340;;27;329;1344
;;435;;25;230;1815
;;251;;21;253;863
;;86;;5;112;477
;;122;;10;144;523
;;480;;59;500;2242
;;277;;10;158;1008
;;173;;12;185;474
;;26;;1;30;127
;;233;;14;111;1014
;;122;;3;59;478
;;116;;4;85;416
;;1595;;178;1034;10076
;;234;;16;174;990
;;47;;12;64;239
;;39;;2;45;199
;;107;;6;52;411
;;235;;7;182;565
;;84;;6;27;362
;;453;;39;352;1797
;;91;;9;92;488
;;48;;3;30;263
;;43;;7;70;280
;;263;;45;161;1158
;;360;;35;229;1360
;;213;;3;166;731
;;232;;15;171;1185
;;95;;11;81;473
;;77;;5;17;268
;;36;;1;11;220
;;305;;31;219;1264
;;304;;68;313;2305
;;54;;3;31;170
;;412;;72;386;2347
;;444;;43;210;2229
;;237;;27;256;1210
;;126;;6;68;397
;;195;;34;166;822
;;825;;72;794;3369
;;181;;6;202;794
;;75;;9;122;322
;;144;;5;149;593
;;778;;66;596;2937
;;131;;8;128;623
;;373;;26;260;1700
;;223;;36;182;1315
;;47;;2;40;144
;;62;;8;56;345
;;48;;3;21;155
;;325;;31;199;1529
;;128;;8;92;504
;;398;;24;192;1657
;;165;;1;136;504
;;126;;5;95;559
;;565;;55;387;2057
;;158;;9;82;705
;;187;;11;154;866
;;1214;;54;457;3767
;;91;;5;100;312
;;1715;;127;1060;7478
;;586;;29;289;1973
;;130;;5;176;592
;;793;;75;642;3477
;;303;;19;230;1090
;;251;;24;219;1117
;;104;;14;136;488
;;116;;9;53;588
;;958;;44;439;3921
;;963;;42;349;3862
;;1687;;144;1143;8176
;;131;;7;78;562
;;575;;35;452;2035
;;208;;12;288;1016
;;417;;28;238;1568
;;553;;56;449;2610
;;2574;;148;774;10634
;;607;;53;435;2369
;;1102;;68;429;4690
;;971;;57;786;4247
;;88;;6;62;283
;;369;;29;239;1221
;;123;;18;147;500
;;81;;7;62;380
;;429;;39;267;2310
;;383;;16;279;1498
;;105;;7;86;628
;;124;;8;48;501
;;143;;5;236;480
;;428;;14;284;1259
;;198;;22;237;903
;;329;;22;187;936
;;968;;72;502;4756
;;1513;;94;713;7867
;;1443;;72;662;7141
;;1770;;65;682;7512
;;1114;;31;425;4762
;;165;;5;77;729
;;42;;7;31;348
;;67;;0;13;1902
;;51;;6;48;680
;;38;;1;8;528
2376852;129501;39975;17936;2871;25239;176995
;;39949;;2861;25207;176964
;;165;;5;77;729
;;42;;7;31;348
;;67;;0;13;1902
;;51;;6;48;680
;;38;;1;8;528
;;11455;;607;4973;51609
;;1155;;103;918;4877
;;2221;;181;1769;8497
;;1312;;85;1043;5186
;;3898;;285;2460;15964
;;5255;;269;2622;19220
;;1137;;81;928;5432
;;610;;58;583;3037
;;1476;;156;1353;6910
;;1890;;206;1406;9244
;;5969;;498;4611;25187
;;3095;;307;2336;17126
;;113;;6;28;488
;;341;;27;335;1349
;;443;;26;238;1819
;;256;;20;248;868
;;87;;5;107;484
;;124;;10;148;523
;;490;;60;494;2267
;;281;;11;156;1012
;;174;;13;187;477
;;26;;0;30;127
;;233;;15;116;1015
;;123;;3;59;478
;;116;;4;88;417
;;1612;;176;1042;10105
;;238;;16;176;997
;;48;;10;63;241
;;42;;2;41;200
;;107;;7;48;415
;;237;;8;182;572
;;84;;6;27;366
;;458;;41;357;1802
;;94;;7;92;493
;;48;;2;30;264
;;44;;8;71;283
;;264;;46;178;1157
;;365;;33;229;1362
;;215;;2;169;740
;;235;;17;174;1188
;;96;;11;84;474
;;77;;5;16;270
;;36;;1;11;220
;;305;;32;228;1264
;;312;;61;319;2316
;;54;;3;32;170
;;415;;75;383;2364
;;444;;43;218;2232
;;241;;26;257;1214
;;126;;6;69;401
;;198;;35;172;832
;;838;;67;783;3388
;;184;;7;196;810
;;83;;7;121;324
;;147;;6;162;595
;;784;;67;590;2951
;;132;;8;128;624
;;376;;27;263;1700
;;223;;37;179;1324
;;48;;1;39;146
;;63;;8;60;345
;;50;;3;19;155
;;330;;31;212;1528
;;129;;7;94;504
;;399;;29;222;1661
;;170;;2;136;507
;;130;;5;92;562
;;567;;58;396;2060
;;160;;8;82;709
;;189;;12;160;866
;;1232;;56;469;3782
;;91;;6;101;312
;;1735;;119;1035;7531
;;595;;28;296;1978
;;138;;6;177;596
;;802;;77;641;3494
;;306;;19;230;1105
;;253;;27;227;1117
;;108;;15;129;493
;;116;;9;54;587
;;970;;45;465;3928
;;965;;43;354;3867
;;1702;;148;1145;8207
;;134;;8;80;563
;;580;;34;442;2061
;;209;;13;295;1022
;;417;;29;239;1569
;;563;;63;446;2629
;;2583;;149;766;10668
;;614;;53;436;2381
;;1107;;71;437;4695
;;979;;55;786;4256
;;88;;7;62;288
;;372;;28;249;1228
;;125;;19;149;502
;;81;;9;61;380
;;432;;39;280;2312
;;387;;15;285;1503
;;105;;10;94;629
;;125;;8;48;503
;;149;;5;239;487
;;432;;14;292;1268
;;200;;22;238;907
;;333;;22;209;939
;;973;;76;510;4762
;;1522;;98;711;7885
;;1447;;75;672;7153
;;1777;;63;691;7525
;;1118;;32;421;4776
;;166;;4;76;729
;;42;;7;30;349
;;67;;0;17;1903
;;51;;6;49;682
;;38;;1;8;528
2379915;129501;40346;17936;2906;25481;177647
;;40320;;2896;25449;177616
;;166;;4;76;729
;;42;;7;30;349
;;67;;0;17;1903
;;51;;6;49;682
;;38;;1;8;528
;;11506;;619;4994;51720
;;1166;;109;938;4912
;;2244;;186;1801;8551
;;1334;;84;1052;5218
;;3947;;278;2459;16050
;;5302;;283;2719;19274
;;1150;;86;956;5441
;;620;;56;593;3047
;;1501;;162;1357;6956
;;1908;;202;1425;9267
;;6033;;502;4592;25305
;;3132;;305;2356;17194
;;113;;6;27;490
;;342;;27;318;1369
;;444;;27;261;1822
;;263;;20;258;875
;;88;;5;105;485
;;125;;12;157;523
;;500;;55;489;2289
;;283;;10;149;1025
;;176;;12;173;497
;;26;;0;32;127
;;233;;17;115;1018
;;123;;4;56;484
;;116;;4;86;420
;;1622;;176;1015;10183
;;243;;15;171;1009
;;50;;8;47;256
;;42;;4;44;203
;;107;;7;49;415
;;244;;7;183;576
;;84;;6;24;369
;;464;;37;352;1822
;;97;;5;95;493
;;50;;1;26;267
;;44;;8;73;285
;;265;;44;170;1176
;;368;;31;233;1368
;;217;;2;173;734
;;236;;15;177;1196
;;98;;11;93;478
;;77;;4;15;271
;;36;;2;12;220
;;305;;30;217;1282
;;315;;63;312;2331
;;54;;3;32;170
;;420;;76;390;2377
;;445;;43;211;2247
;;248;;26;247;1224
;;127;;5;70;402
;;198;;29;169;834
;;847;;67;796;3423
;;187;;8;204;818
;;83;;8;124;329
;;149;;7;166;602
;;790;;64;567;2977
;;134;;8;134;629
;;377;;26;258;1718
;;224;;37;184;1333
;;48;;1;38;147
;;65;;10;62;350
;;51;;2;17;157
;;333;;27;212;1547
;;130;;6;87;510
;;401;;30;237;1667
;;170;;2;138;513
;;131;;7;101;565
;;573;;65;397;2104
;;161;;8;89;710
;;191;;11;165;870
;;1236;;58;489;3796
;;95;;7;100;318
;;1757;;115;1002;7600
;;600;;28;304;1985
;;146;;6;188;602
;;807;;75;621;3544
;;306;;20;235;1109
;;256;;26;213;1139
;;108;;15;130;501
;;116;;8;52;589
;;973;;50;466;3948
;;968;;41;350;3893
;;1711;;150;1137;8274
;;135;;8;79;570
;;582;;33;452;2081
;;217;;12;285;1039
;;427;;27;239;1588
;;567;;59;408;2673
;;2588;;151;760;10702
;;620;;50;429;2401
;;1115;;73;436;4713
;;986;;59;776;4308
;;88;;7;53;298
;;375;;27;245;1238
;;125;;18;142;513
;;81;;8;59;383
;;441;;42;244;2359
;;391;;14;271;1531
;;105;;12;99;636
;;125;;3;44;508
;;152;;5;243;490
;;440;;15;303;1281
;;204;;23;238;915
;;335;;26;212;967
;;974;;74;493;4811
;;1530;;95;678;7938
;;1454;;72;660;7181
;;1785;;62;699;7557
;;1120;;33;418;4785
;;167;;5;77;729
;;42;;6;27;352
;;67;;2;16;1909
;;51;;6;51;683
;;39;;0;9;528
2391447;133545;40653;18419;2881;25240;179087
;;40627;;2871;25207;179056
;;167;;5;77;729
;;42;;6;27;352
;;67;;2;16;1909
;;51;;6;51;683
;;39;;0;9;528
;;11552;;619;4920;51995
;;1178;;100;949;4943
;;2267;;186;1807;8667
;;1356;;79;1048;5256
;;3983;;272;2433;16189
;;5331;;298;2757;19427
;;1163;;84;955;5505
;;634;;53;600;3065
;;1516;;161;1345;7030
;;1913;;199;1384;9351
;;6088;;491;4521;25566
;;3167;;304;2281;17370
;;113;;6;27;491
;;343;;29;320;1373
;;447;;24;283;1832
;;264;;20;267;880
;;88;;5;102;492
;;126;;11;155;524
;;510;;49;481;2314
;;284;;11;144;1032
;;177;;12;191;498
;;26;;0;34;128
;;235;;13;117;1025
;;124;;4;64;488
;;116;;4;79;430
;;1629;;183;1027;10233
;;245;;15;172;1016
;;50;;9;54;259
;;46;;4;41;205
;;108;;6;47;416
;;247;;7;179;586
;;84;;5;26;369
;;468;;32;371;1834
;;99;;4;93;497
;;50;;1;23;270
;;44;;10;73;287
;;267;;48;169;1185
;;370;;34;237;1377
;;217;;2;168;745
;;238;;16;181;1202
;;99;;13;91;484
;;77;;4;15;272
;;36;;2;9;223
;;305;;32;219;1290
;;319;;61;296;2355
;;55;;2;33;172
;;423;;76;390;2387
;;450;;39;199;2250
;;251;;27;252;1231
;;127;;5;74;406
;;203;;28;157;849
;;852;;70;806;3447
;;191;;7;219;823
;;85;;8;131;336
;;149;;5;166;611
;;792;;63;558;2995
;;137;;5;129;630
;;379;;24;260;1725
;;227;;36;187;1341
;;49;;1;33;152
;;66;;10;62;354
;;52;;1;16;160
;;335;;25;212;1560
;;131;;7;85;514
;;405;;25;240;1675
;;174;;3;141;515
;;131;;7;101;574
;;587;;71;411;2121
;;164;;7;108;716
;;192;;12;160;877
;;1245;;55;500;3826
;;97;;7;101;319
;;1765;;111;1015;7650
;;603;;29;313;1993
;;147;;7;191;605
;;819;;78;625;3598
;;310;;19;248;1116
;;259;;26;221;1145
;;109;;13;135;505
;;116;;9;53;590
;;975;;49;459;3971
;;974;;43;371;3898
;;1722;;140;1061;8377
;;136;;7;74;576
;;585;;32;450;2105
;;217;;12;271;1060
;;429;;28;222;1619
;;576;;52;385;2697
;;2590;;154;775;10731
;;625;;48;450;2417
;;1119;;79;446;4741
;;994;;61;765;4345
;;89;;6;63;303
;;380;;27;243;1248
;;129;;15;145;521
;;81;;8;59;383
;;444;;43;243;2373
;;394;;13;274;1547
;;105;;13;101;642
;;125;;7;52;510
;;155;;6;240;496
;;444;;15;306;1302
;;213;;18;228;932
;;339;;22;220;976
;;982;;75;486;4836
;;1534;;89;684;7959
;;1457;;71;656;7204
;;1793;;64;676;7600
;;1129;;34;434;4809
;;167;;5;78;733
;;42;;6;27;352
;;67;;3;20;1912
;;51;;5;50;687
;;39;;2;8;529
2409062;133545;40942;18419;2850;25315;180311
;;40916;;2840;25282;180280
;;167;;5;78;733
;;42;;6;27;352
;;67;;3;20;1912
;;51;;5;50;687
;;39;;2;8;529
;;11598;;627;4922;52225
;;1191;;97;944;4995
;;2296;;173;1832;8750
;;1365;;79;1066;5297
;;4014;;269;2479;16321
;;5380;;293;2844;19547
;;1167;;81;945;5561
;;641;;56;596;3089
;;1534;;165;1369;7078
;;1931;;189;1365;9424
;;6129;;480;4431;25802
;;3191;;304;2282;17483
;;113;;6;24;495
;;343;;26;321;1380
;;451;;25;284;1842
;;269;;18;269;896
;;89;;5;102;499
;;127;;8;152;529
;;519;;47;486;2336
;;285;;12;136;1051
;;178;;12;195;498
;;26;;0;36;128
;;237;;10;107;1036
;;125;;4;66;489
;;116;;5;75;435
;;1642;;182;1021;10284
;;246;;15;171;1018
;;50;;8;59;258
;;46;;3;38;209
;;108;;6;46;417
;;251;;7;186;590
;;84;;5;24;373
;;472;;33;359;1860
;;99;;4;94;501
;;50;;1;24;270
;;44;;9;69;292
;;271;;49;166;1190
;;375;;33;224;1395
;;219;;3;176;747
;;239;;16;176;1207
;;100;;12;90;489
;;77;;4;14;273
;;36;;2;7;225
;;305;;34;206;1307
;;320;;64;296;2360
;;55;;2;31;174
;;427;;74;386;2406
;;455;;42;194;2260
;;252;;25;251;1244
;;128;;6;77;406
;;205;;29;156;854
;;859;;71;803;3502
;;196;;7;232;833
;;85;;8;131;340
;;150;;5;164;617
;;796;;62;543;3023
;;138;;5;132;631
;;379;;21;258;1733
;;228;;34;190;1344
;;49;;1;31;154
;;67;;11;66;355
;;52;;1;17;162
;;339;;22;211;1571
;;131;;6;86;515
;;406;;29;244;1686
;;175;;6;143;520
;;131;;8;101;590
;;595;;69;411;2139
;;168;;3;116;724
;;192;;10;162;878
;;1252;;58;511;3848
;;98;;6;98;322
;;1777;;109;1005;7706
;;606;;27;326;1998
;;149;;9;193;612
;;826;;79;618;3621
;;314;;20;246;1139
;;260;;26;216;1152
;;111;;15;132;513
